InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C16H12O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-7,17-19H,1H3",MBNGWHIJMBWFHU-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(OC)C(=C3)O)=C(O)C=C(O)C2,"Diosmetin
520-34-3
Luteolin 4'-methyl ether
Salinigricoflavonol
4'-Methylluteolin
Diosmetine
3',5,7-trihydroxy-4'-methoxyflavone
5,7,3'-Trihydroxy-4'-methoxyflavone
5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-1-benzopyran-4-one
5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)chromen-4-one
5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4-benzopyrone
4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-
TWZ37241OT
DTXSID80199966
Flavone, 3',5,7-trihydroxy-4'-methoxy-
CHEBI:4630
RefChem:34944
DTXCID40122457
GONGJINHYANG SEOL WHITENING
Whoo Gongjinhyang Seol Whitening Jin Essence
ISAKNOX X202 WHITENING SECRET ESSENCE
ISA KNOX WXII PLUS WHITENING REVOLUTION SERUM
208-291-8
5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-chromen-4-one
Luteolin 4-methyl ether
MFCD00017425
5,7-dihydroxy-2-(3-hydroxy-4-methoxy-phenyl)chromen-4-one
Diosmin EP Impurity F
Pillon
DIOSMETOL
SR-05000002196
disometin
UNII-TWZ37241OT
HSDB 8101
5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-1-benzopyran-4-one (Diosmetin)
EINECS 208-291-8
Diosmetin (Standard)
3',5,7-trihydroxy-4'-methoxy flavone
4'-O-methyl-luteolin
Spectrum_001505
SpecPlus_000435
DIOSMETIN [MI]
Spectrum2_001638
Spectrum3_000987
Spectrum4_001113
Spectrum5_001707
DIOSMETIN [WHO-DD]
BSPBio_002653
KBioGR_001586
KBioSS_001985
MLS006011843
CHEMBL90568
Diosmetin, analytical standard
DivK1c_006531
SCHEMBL289337
Salinigricoflavonol; Vitamin P
SPBio_001735
orb1307680
SCHEMBL29363916
SCHEMBL29453246
SCHEMBL30541886
BDBM23414
GTPL13861
HY-N0125R
KBio1_001475
KBio2_001985
KBio2_004553
KBio2_007121
KBio3_001873
LUTEOLIN-4'-METHYL ETHER
Diosmetin; Diosmin EP Impurity F
HMS3656G13
HMS3753G11
HMS5080B20
BB_NC-02600
HY-N0125
BBL027839
CCG-38758
Diosmetin (Luteolin 4-methyl ether)
LMPK12110824
s2380
SBB066130
STL146390
AKOS005720974
4'-Methoxy-5,7,3'-Trihydroxyflavone
CS-5455
DB11259
EBC-436043
FD22465
SDCCGMLS-0066783.P001
NCGC00163540-01
NCGC00163540-02
NCGC00163540-03
NCGC00178549-01
AC-34868
BS-17174
SMR002044787
SY066981
CYANIDENON-4'-METHYL ETHER 1479
DB-050154
D4441
NS00014641
ST50331610
SW219332-1
C10038
520D343
A828902
AN-668/21246025
F239117
Q1649664
SR-05000002196-2
SR-05000002196-3
BRD-K26862302-001-02-9
BRD-K26862302-001-03-7
BRD-K26862302-001-05-2
2-(4-methoxy-3-oxidanyl-phenyl)-5,7-bis(oxidanyl)chromen-4-one
5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-1-benzopyran-4-one
5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl);-4H-chromen-4-one
J8D",5281612,C16H12O6,300.06338810399996,3.0106,0,1,1,BTM00032,BTM00032,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00008,O1C=2C(C(=O)C=C1C3=CC=C(O)C(=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",IQPNAANSBPBGFQ-UHFFFAOYSA-N,2.7596,286.04773803999996
"InChI=1S/C15H14O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,12-13,16-19H,7H2",RPKUCYSGAXIESU-UHFFFAOYSA-N,O1C=2C(C(O)CC1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"Apiferol
2-(4-hydroxyphenyl)chroman-4,5,7-triol
2-(4-hydroxyphenyl)-3,4-dihydro-2h-chromene-4,5,7-triol
SCHEMBL18397680
SCHEMBL29929197
LMPK12020166
(2xi,4xi)-4,4',5,7-Tetrahydroxyflavan",185795,C15H14O5,274.084123548,1.928799999999999,0,1,1,BTM00040,BTM00040,Reduction of carbonyl,BTMR0368,EC 1.1.1.184,HUMAN,BTM00010,O1C=2C(C(=O)CC1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",FTVWIRXFELQLPI-UHFFFAOYSA-N,2.2977000000000007,272.068473484
"InChI=1S/C21H20O11/c22-9-3-1-8(2-4-9)13-7-12(24)15-11(23)5-10(6-14(15)31-13)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-6,13,16-19,21-23,25-27H,7H2,(H,28,29)",BDCRTIDKZGEVEN-UHFFFAOYSA-N,O1C=2C(C(=O)CC1C3=CC=C(O)C=C3)=C(O)C=C(OC4OC(C(O)=O)C(C(C4O)O)O)C2,"Naringenin 7-O-glucuronide
Naringenin-7-O-.beta.-D-Glucuronide
NARINGENIN-7-O-B-D-GLUCURONIDE
1237479-07-0
(2S,3S,4S,5R)-3,4,5-trihydroxy-6-{[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-3,4-dihydro-2H-1-benzopyran-7-yl]oxy}oxane-2-carboxylic acid",71772041,C21H20O11,448.10056146,0.6021999999999993,1,1,1,BTM00041,BTM00041,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00010,O1C=2C(C(=O)CC1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",FTVWIRXFELQLPI-UHFFFAOYSA-N,2.2977000000000007,272.068473484
"InChI=1S/C21H20O11/c22-9-3-1-8(2-4-9)12-7-11(24)15-13(30-12)5-10(23)6-14(15)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-6,12,16-19,21-23,25-27H,7H2,(H,28,29)",ZTQGTBHHQGGBSV-UHFFFAOYSA-N,O1C=2C(C(=O)CC1C3=CC=C(O)C=C3)=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C(O)C2,"(2S,3S,4S,5R)-3,4,5-Trihydroxy-6-[[7-hydroxy-2-(4-hydroxyphenyl)-4-oxo-2,3-dihydrochromen-5-yl]oxy]oxane-2-carboxylic acid",131834446,C21H20O11,448.10056146,0.6021999999999993,1,1,1,BTM00042,BTM00042,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00010,O1C=2C(C(=O)CC1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",FTVWIRXFELQLPI-UHFFFAOYSA-N,2.2977000000000007,272.068473484
"InChI=1S/C21H20O11/c22-9-5-11(23)15-12(24)7-13(31-14(15)6-9)8-1-3-10(4-2-8)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-6,13,16-19,21-23,25-27H,7H2,(H,28,29)",DFIUUCDSSKATFP-UHFFFAOYSA-N,O1C=2C(C(=O)CC1C3=CC=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C3)=C(O)C=C(O)C2,"naringenin-4'-o-beta-d-glucuronide
Naringenin-4'-O-.beta.-D-Glucuronide
1237479-04-7
DTXSID501372590
MZB47904
Naringenin 4'-o-?-D-glucuronide sodium
PD044322
(2S,3S,4S,5R)-6-[4-(5,7-Dihydroxy-4-oxo-2,3-dihydrochromen-2-yl)phenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",53394091,C21H20O11,448.10056146,0.6021999999999993,1,1,1,BTM00043,BTM00043,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00010,O1C=2C(C(=O)CC1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",FTVWIRXFELQLPI-UHFFFAOYSA-N,2.2977000000000007,272.068473484
"InChI=1S/C16H14O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-7,14,17-18H,8H2,1H3",DJOJDHGQRNZXQQ-UHFFFAOYSA-N,O1C=2C(C(=O)CC1C3=CC=C(O)C=C3)=C(O)C=C(OC)C2,"520-29-6
RefChem:505952
4'-5-Dihydroxy-7-methoxyflavanone, 7-O-Methylnaringenin, Naringenin 7-O-methyl ether
112-126-4
5-hydroxy-2-(4-hydroxyphenyl)-7-methoxychroman-4-one
(RS)-Sakuranetin
4',5-Dihydroxy-7-methoxyflavanone
MFCD07782262
NSC-407228
5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydrochromen-4-one
CHEMBL74852
4H-1-Benzopyran-4-one,2,3-dihydro-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-
NSC407228
5-Hydroxy-2-(4-hydroxy-phenyl)-7-methoxy-chroman-4-one
5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-3,4-dihydro-2H-1-benzopyran-4-one
4H-1-Benzopyran-4-one, 2,3-dihydro-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-
MLS000876793
SCHEMBL555541
MEGxp0_000557
SCHEMBL29928748
ACon1_000001
HMS2271F13
BDBM50049387
AKOS015965397
5,4''-Dihydroxy-7-o-methoxyflavanone
FS66817
NCGC00168885-01
AC-20247
AC-34929
SMR000440561
ST098728
CS-0066106
NS00015854
Flavanone,5-dihydroxy-7-methoxy-, (S)-(-)-
AM-573/21243006
L000892
BRD-A32263173-001-01-2
5-Hydroxy-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydro-4H-chromen-4-one #
4H-1-Benzopyran-4-one,3-dihydro-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-, (S)-
5-Hydroxy-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydro-4H-1-benzopyran-4-one",348130,C16H14O5,286.084123548,2.5486999999999997,0,0,0,BTM00044,BTM00044,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00010,O1C=2C(C(=O)CC1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",FTVWIRXFELQLPI-UHFFFAOYSA-N,2.2977000000000007,272.068473484
"InChI=1S/C16H14O5/c1-20-14-6-11(18)7-15-16(14)12(19)8-13(21-15)9-2-4-10(17)5-3-9/h2-7,13,17-18H,8H2,1H3",CWZLMWSCLBFCBY-UHFFFAOYSA-N,O1C=2C(C(=O)CC1C3=CC=C(O)C=C3)=C(OC)C=C(O)C2,"Naringenin 5-methyl ether
7-hydroxy-2-(4-hydroxyphenyl)-5-methoxy-2,3-dihydrochromen-4-one
RefChem:1092284
61823-56-1
7-Hydroxy-2-(4-hydroxyphenyl)-5-methoxychroman-4-one
5-Methoxynaringenin
7-hydroxy-2-(4-hydroxyphenyl)-5-methoxy-2,3-dihydro-4h-chromen-4-one
Flavanone, 4',7-dihydroxy-5-methoxy-
SCHEMBL773766
CHEMBL501251
orb1683422
SCHEMBL30641776
5-O-Methylnaringenin; 7,4'-Dihydroxy-5-methoxyflavanone; Naringenin 5-methyl ether
CHEBI:178313
7,4'-Dihydroxy-5-methoxyflavanon
7,4'-dihydroxy-5-methoxy flavanone
LMPK12140555
AKOS030559476
B0005-189879",188424,C16H14O5,286.084123548,2.5486999999999997,0,0,0,BTM00045,BTM00045,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00010,O1C=2C(C(=O)CC1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",FTVWIRXFELQLPI-UHFFFAOYSA-N,2.2977000000000007,272.068473484
"InChI=1S/C16H14O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-7,14,17-18H,8H2,1H3",HMUJXQRRKBLVOO-UHFFFAOYSA-N,O1C=2C(C(=O)CC1C3=CC=C(OC)C=C3)=C(O)C=C(O)C2,"26207-61-4
RefChem:442343
2,3-Dihydro-5,7-dihydroxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one
112-592-9
5,7-dihydroxy-2-(4-methoxyphenyl)chroman-4-one
Citrifoliol
MFCD00017313
PTP inhibitor, 4n
ACACETIN_met004
CHEMBL485252
SCHEMBL5067423
SCHEMBL31128790
CHEBI:193496
HMUJXQRRKBLVOO-UHFFFAOYSA-N
5,7-dihydroxy-2-(4-methoxyphenyl)-2,3-dihydrochromen-4-one
BDBM243062
5,7-dihydroxy-2-(4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one
AKOS024287053
ST098360
DB-051506
5,7-Dihydroxy-2-(4-methoxy-phenyl)-chroman-4-one",5118250,C16H14O5,286.084123548,2.5486999999999997,0,0,0,BTM00046,BTM00046,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00010,O1C=2C(C(=O)CC1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",FTVWIRXFELQLPI-UHFFFAOYSA-N,2.2977000000000007,272.068473484
"InChI=1S/C15H12O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,12,16-18H",KSDWUEWFECEPMU-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=CC=CC=C3)=C(O)C=C(O)C2,,,C15H12O4,256.073558864,2.2051999999999996,0,1,1,BTM00047,BTM00047,Reduction of carbonyl,BTMR0368,EC 1.1.1.184,HUMAN,BTM00011,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(O)C=C(O)C2,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H",RTIXKCRFFJGDFG-UHFFFAOYSA-N,3.2944000000000004,254.0579088
"InChI=1S/C21H18O10/c22-11-6-10(29-21-18(26)16(24)17(25)19(31-21)20(27)28)7-14-15(11)12(23)8-13(30-14)9-4-2-1-3-5-9/h1-8,16-19,21-22,24-26H,(H,27,28)",IDRSJGHHZXBATQ-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(O)C=C(OC4OC(C(O)=O)C(C(C4O)O)O)C2,"Chrysin-7-O-glucoronide
3,4,5-trihydroxy-6-(5-hydroxy-4-oxo-2-phenylchromen-7-yl)oxyoxane-2-carboxylic acid
RefChem:1081559
Chrysin-7-O-beta-D-glucoronide
Chrysin-7-O-beta-D-glucuronide
C21H18O10
CHEBI:181638
ST077093
3,4,5-trihydroxy-6-(5-hydroxy-4-oxo-2-phenyl-chromen-7-yl)oxy-tetrahydropyran-2-carboxylic acid
3,4,5-trihydroxy-6-(5-hydroxy-4-oxo-2-phenylchromen-7-yloxy)-2H-3,4,5,6-tetrah ydropyran-2-carboxylic acid",14135334,C21H18O10,430.089996776,1.5988999999999984,0,1,1,BTM00048,BTM00048,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00011,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(O)C=C(O)C2,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H",RTIXKCRFFJGDFG-UHFFFAOYSA-N,3.2944000000000004,254.0579088
"InChI=1S/C21H18O10/c22-10-6-13-15(11(23)8-12(29-13)9-4-2-1-3-5-9)14(7-10)30-21-18(26)16(24)17(25)19(31-21)20(27)28/h1-8,16-19,21-22,24-26H,(H,27,28)",WDKWKCILBROYNT-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C(O)C2,,,C21H18O10,430.08999677599996,1.5988999999999984,0,1,1,BTM00049,BTM00049,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00011,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(O)C=C(O)C2,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H",RTIXKCRFFJGDFG-UHFFFAOYSA-N,3.2944000000000004,254.0579088
"InChI=1S/C16H12O4/c1-19-11-7-12(17)16-13(18)9-14(20-15(16)8-11)10-5-3-2-4-6-10/h2-9,17H,1H3",IRZVHDLBAYNPCT-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(O)C=C(OC)C2,"Tectochrysin
520-28-5
5-Hydroxy-7-methoxyflavone
Techtochrysin
7-Methoxy-5-hydroxyflavone
5-hydroxy-7-methoxy-2-phenylchromen-4-one
Flavone, 5-hydroxy-7-methoxy-
4H-1-Benzopyran-4-one, 5-hydroxy-7-methoxy-2-phenyl-
9UBO28W2AK
NSC-80687
5-hydroxy-7-methoxy-2-phenyl-4H-1-benzopyran-4-one
CHEBI:9426
DTXSID40199962
RefChem:187693
DTXCID00122453
5-Hydroxy-7-methoxy-2-phenyl-4H-chromen-4-one
Methyl chrysin
7-O-METHYLCHRYSIN
MFCD00016945
Techtochrysin;NSC 80687
5-Hydroxy-7-methoxy-2-phenyl-chromen-4-one
Techtochrysine
Tecto-chrysin
SMR000387029
5-Hydroxy-7-methylflavone; 7-O-Methylchrysin; Tectochrysine
7-methoxycrysin
NSC 80687
Chrysin 7-methylether
chrysin-7-methyl ether
Tectochrysin (Standard)
Maybridge3_003219
UNII-9UBO28W2AK
Oprea1_023530
Oprea1_215176
MLS000697658
MLS001049041
SCHEMBL249043
CHEMBL164841
orb1303377
SCHEMBL29494561
WLZ4716
HMS1440C07
HMS2267G17
NSC80687
TNP00038
BDBM50423793
CCG-43780
HY-14592R
LMPK12110190
s3256
STK078936
AKOS000522399
EBC-466056
FT66186
IDI1_014606
NCGC00017176-01
NCGC00017176-02
NCGC00017176-03
NCGC00142540-01
AC-35028
BS-48960
HY-14592
ST057541
DB-052063
CS-0003465
2-PHENYL-5-HYDROXY-7-METHOXYCHROMONE
VU0254572-3
AB00637079-07
SR-01000402578
5-Hydroxy-7-methoxy-2-phenyl-4H-chromen-4-one #
Q3516969
SR-01000402578-1
SR-01000402578-2
F3097-0487",5281954,C16H12O4,268.073558864,3.5454,0,0,0,BTM00050,BTM00050,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00011,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(O)C=C(O)C2,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H",RTIXKCRFFJGDFG-UHFFFAOYSA-N,3.2944000000000004,254.0579088
"InChI=1S/C16H12O4/c1-19-14-7-11(17)8-15-16(14)12(18)9-13(20-15)10-5-3-2-4-6-10/h2-9,17H,1H3",JVEMWXSMSUNXSD-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(OC)C=C(O)C2,"7-Hydroxy-5-methoxy-2-phenyl-chromen-4-one
7-hydroxy-5-methoxy-2-phenylchromen-4-one
RefChem:1074443
33554-47-1
7-hydroxy-5-methoxy-2-phenyl-4H-chromen-4-one
Chrysin-5-methylether
CHEMBL181896
Chrysin 5-methyl ether
7-hydroxy-5-methoxyflavone
chrysin-5-methyl-ether
7-Hydroxy-5-methoxy-2-phenyl-4H-1-benzopyran-4-one
SCHEMBL19235588
DTXSID40187243
BDBM50412264
MFCD09029062
SBB081026
STK925270
AKOS000275827
NCGC00296010-01
AC-10891
ST50794641
VU0490357-1
EN300-238261
AB01289941-01
F2106-0046",5490127,C16H12O4,268.073558864,3.5454,0,0,0,BTM00051,BTM00051,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00011,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(O)C=C(O)C2,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H",RTIXKCRFFJGDFG-UHFFFAOYSA-N,3.2944000000000004,254.0579088
"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",KZNIFHPLKGYRTM-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,,,C15H10O5,270.0528,,0,1,1,,5280443,Oxidation of secondary alcohol to ketone,BTMR0079,"CYP1A2
CYP2C9
CYP2C19",HUMAN,BTM00001,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,12,16-19H",TWLIHXQWVLTBCS-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C15H12O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,12,16-20H",CKVHUHNHULERKW-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=CC=C(O)C(=C3)O)=C(O)C=C(O)C2,SCHEMBL20375984,135219831,C15H12O6,288.06338810399996,1.6704000000000006,0,1,1,BTM00031,BTM00031,"2-Hydroxylation of 1,4-disubstituted benzene",BTMR0037,CYP1A2,HUMAN,BTM00001,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,12,16-19H",TWLIHXQWVLTBCS-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C15H12O6/c16-8-3-1-7(2-4-8)15-14(21-15)13(19)12-10(18)5-9(17)6-11(12)20-15/h1-6,13-14,16-19H",FLICGEVMAADRPN-UHFFFAOYSA-N,O1C=2C(C(O)C3C1(C4=CC=C(O)C=C4)O3)=C(O)C=C(O)C2,,,C15H12O6,288.06338810399996,1.7323000000000002,0,1,1,BTM00052,BTM00052,Epoxidation of vinyl ether,BTMR1026,"CYP1A2
CYP3A4",HUMAN,BTM00001,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,12,16-19H",TWLIHXQWVLTBCS-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",KZNIFHPLKGYRTM-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,,,C15H10O5,270.0528,,0,1,1,,5280443,O-Dealkylation,BTMR0052,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,BTM00005,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",JPMYFOBNRRGFNO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C16H12O6/c1-21-9-5-12(19)16-13(20)7-14(22-15(16)6-9)8-2-3-10(17)11(18)4-8/h2-7,17-19H,1H3",RRRSSAVLTCVNIQ-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(O)C(=C3)O)=C(O)C=C(OC)C2,"Hydroxygenkwanin
20243-59-8
7-O-Methylluteolin
Luteolin 7-methyl ether
4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxy-
5,3',4'-Trihydroxy-7-methoxyflavone
732GA1Z079
RefChem:925005
3'-hydroxygenkwanin
2-(3,4-Dihydroxyphenyl)-5-hydroxy-7-methoxy-4H-chromen-4-one
2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxychromen-4-one
MFCD11046350
CHEMBL183745
2-(3,4-Dihydroxyphenyl)-5-hydroxy-7-methoxy-4H-1-benzopyran-4-one
2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxy-chromen-4-one
2-(3,4-Dihydroxyphenyl)-5-Hydroxy-7-Methoxy-4h-1-Chromen-4-One
UNII-732GA1Z079
6B5
3'-hydroxy-genkwanin
Hydroxygenkwanin (Standard)
MEGxp0_000798
orb1302371
SCHEMBL4203893
SCHEMBL30074462
ACon1_000842
HY-N1438R
CHEBI:168675
HY-N1438
BDBM50240943
LMPK12111045
s9205
AKOS015999029
CCG-267462
FH74268
NCGC00169305-01
AC-34593
DA-54169
MS-24321
CS-0016871
Q27266123
2-(3,4-Dihydroxy-phenyl)-5-hydroxy-7-methoxy-chromen-4-one
2-(3,4-Dihydroxyphenyl)-5-hydroxy-7-methoxy-4H-1-benzopyran-4-one, 9CI",5318214,C16H12O6,300.06338810399996,3.0106,0,1,1,BTM00038,BTM00038,"2-Hydroxylation of 1,4-disubstituted benzene",BTMR0037,CYP1A2,HUMAN,BTM00005,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",JPMYFOBNRRGFNO-UHFFFAOYSA-N,3.278000000000001,284.068473484
